Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18
aquario-neo-booster-plants,,,,,,,,,1000 ml,0,shopify,0,deny,manual,36.99,,
aquario-neo-guard,Aquario Neo Guard,,Aquario,,Additifs,Eau Douce,TRUE,Size,300 ml,0,shopify,9,deny,manual,14.99,,
aquario-neo-guard,,,,,,,,,1000 ml,0,shopify,3,deny,manual,36.99,,
aquario-neo-guard,,,,,,,,,,,,,,,,,
aquario-neo-essence,Aquario Neo Essence,,Aquario,,Additifs,Eau Douce,TRUE,Size,300 ml,0,shopify,9,deny,manual,14.99,,
aquario-neo-essence,,,,,,,,,1000 ml,0,shopify,2,deny,manual,36.99,,
aquario-neo-essence,,,,,,,,,,,,,,,,,
aquario-neo-essence,,,,,,,,,,,,,,,,,
aquario-neo-v,Aquario Neo V,,Aquario,,Additifs,Eau Douce,TRUE,Size,300 ml,0,shopify,10,deny,manual,14.99,,
aquario-neo-v,,,,,,,,,1000 ml,0,shopify,3,deny,manual,36.99,,
aquario-neo-c,Aquario Neo C,,Aquario,,Additifs,Eau Douce,TRUE,Size,300 ml,0,shopify,7,deny,manual,14.99,,
aquario-neo-c,,,,,,,,,1000 ml,0,shopify,3,deny,manual,36.99,,
aquario-neo-skimmer-v2,Aquario Neo Skimmer V2,,Aquario,,Filtration,"Eau Douce, Eau Salée",TRUE,Size,M (12/16),0,shopify,4,deny,manual,19.99,,
aquario-neo-skimmer-v2,,,,,,,,,L (16/22),0,shopify,5,deny,manual,19.99,,
aquario-neo-skimmer-v2,,,,,,,,,,,,,,,,,
aquario-neo-skimmer-v2,,,,,,,,,,,,,,,,,
aquario-neo-skimmer-v2,,,,,,,,,,,,,,,,,
aquario-neo-inlet-mesh,Aquario Neo Inlet Mesh,,Aquario,,Filtration,"Eau Douce, Eau Salée",TRUE,Size,M (12/16),0,shopify,2,deny,manual,12.99,,
aquario-neo-inlet-mesh,,,,,,,,,L (16/22),0,shopify,3,deny,manual,12.99,,
aquario-neo-inlet-mesh,,,,,,,,,,,,,,,,,
aquario-neo-inlet-mesh,,,,,,,,,,,,,,,,,
aquario-neo-flow-premium-kit-version-2,Aquario Neo Flow Premium Kit (Version 2),,Aquario,,Filtration,"Eau Douce, Eau Salée",TRUE,Size,M (12/16),0,shopify,0,deny,manual,97.99,,
aquario-neo-flow-premium-kit-version-2,,,,,,,,,L (16/22),0,shopify,2,deny,manual,97.99,,
aquario-neo-flow-premium-kit-version-2,,,,,,,,,,,,,,,,,
aquario-neo-flow-premium-kit-version-2,,,,,,,,,,,,,,,,,
aquario-neo-flow-premium-kit-version-2,,,,,,,,,,,,,,,,,
aquario-neo-flow-premium-kit-version-2,,,,,,,,,,,,,,,,,
aquario-neo-co2-diffuser-tiny-curved,Aquario Neo Co2 Diffuser Tiny Curved,,Aquario,,CO2,Eau Douce,TRUE,Size,S,0,shopify,1,deny,manual,32.99,,
aquario-neo-co2-diffuser-tiny-curved,,,,,,,,,SS,0,shopify,3,deny,manual,32.99,,
aquario-neo-co2-diffuser-tiny-curved,,,,,,,,,,,,,,,,,
aquario-neo-co2-diffuser-original-curved,Aquario Neo Co2 Diffuser Original Curved,,Aquario,,CO2,Eau Douce,TRUE,Size,S,0,shopify,4,deny,manual,29.99,,
aquario-neo-co2-diffuser-original-curved,,,,,,,,,M,0,shopify,4,deny,manual,32.99,,
aquario-neo-co2-diffuser-original-curved,,,,,,,,,,,,,,,,,
aquario-neo-co2-diffuser-original-curved,,,,,,,,,,,,,,,,,
aquario-neo-co2-diffuser-original-curved,,,,,,,,,,,,,,,,,
aquario-neo-co2-diffuser-tiny,,,,,,,,,,,,,,,,,
ice-fire-zoa,Ice & Fire Zoa,,AquaZen,,Coral,"Eau Salée, Zoanthids",FALSE,Title,Default Title,0,shopify,4,deny,manual,25,,
wysiwyg-red-zoa-frag,WYSIWYG Red Zoa Frag,,AquaZen,,Coral,"Eau Salée, Soft Coral, WYSIWYG, Zoanthids",FALSE,Title,Default Title,0,shopify,0,deny,manual,25,,
green-candy-cane,Green Candy Cane,,AquaZen,,Coral,"Caulastraea, LPS",FALSE,Title,Default Title,0,shopify,4,deny,manual,20,,
orange-green-acan-echinata,Orange & Green Acan Echinata,,AquaZen,,Coral,"acanthastrea, LPS",TRUE,Title,Default Title,0,shopify,4,deny,manual,35,,
sand-starfish,Sand Starfish,,AquaZen,,Invertébrés,"Eau Salée, Starfish",TRUE,Title,Default Title,0,shopify,1,deny,manual,35,,15.95
babylon-snail,Babylon Snail,,AquaZen,,Invertébrés,"Eau Salée, Escargot",TRUE,Title,Default Title,0,shopify,0,deny,manual,7.99,,3.75
green-wrasse,Green Wrasse,,AquaZen,,Poisson,"Eau Salée, Wrasse",FALSE,Title,Default Title,0,shopify,0,deny,manual,35,,15.95
twinspot-goby,Twinspot Goby,,AquaZen,,Poisson,"Eau Salée, Goby",FALSE,Title,Default Title,0,shopify,0,deny,manual,29,,14.4
red-mandarin-dragonet,Red Mandarin Dragonet,,AquaZen,,Poisson,"Dragonet, Eau Salée",FALSE,Title,Default Title,0,shopify,0,deny,manual,56,,28
pictus-blenny,Pictus Blenny,,AquaZen,,Poisson,"Blenny, Eau Salée",FALSE,Title,Default Title,0,shopify,0,deny,manual,64,,32
hikari-silversides-4oz,Hikari Silversides 4oz,,Hikari,,Nourriture,"Eau Douce, Eau Salée, FF",TRUE,Title,Default Title,0,shopify,6,deny,manual,13.99,,6.34
hikari-spirulina-mysis-shrimp,Hikari Spirulina Mysis Shrimp,,Hikari,,Nourriture,"Eau Douce, Eau Salée, FF",TRUE,Title,Default Title,0,shopify,7,deny,manual,10.99,,5.64
tropica-anubias-barteri-var-glabra,Tropica Anubias barteri var. glabra,,Tropica,,Plante,,FALSE,Title,Default Title,0,shopify,0,deny,manual,16.99,,8.77
seachem-zeolite,Seachem Zeolite,,Seachem,,Filtration,"Eau Douce, Eau Salée",TRUE,Size,250 ml,0,shopify,1,deny,manual,12.99,,
seachem-zeolite,,,,,,,,,500 ml,0,shopify,2,deny,manual,16.99,,
aquario-neo-co2-diffuser-original,Aquario Neo Co2 Diffuser Original,,Aquario,,CO2,Eau Douce,TRUE,Size,S,0,shopify,4,deny,manual,21.99,,11.5
aquario-neo-co2-diffuser-original,,,,,,,,,M,0,shopify,5,deny,manual,23.99,,12.5
aquario-neo-co2-diffuser-original,,,,,,,,,L,0,shopify,5,deny,manual,25.99,,13.5
aquario-neo-co2-diffuser-original,,,,,,,,,,,,,,,,,
aquario-neo-co2-diffuser-original,,,,,,,,,,,,,,,,,
aquario-neo-soil-shrimp,Aquario Neo Soil Shrimp,,Aquario,,Substrats,Eau Douce,TRUE,Size,3 L,0,shopify,12,deny,manual,27.99,,
aquario-neo-soil-shrimp,,,,,,,,,8 L,0,shopify,4,deny,manual,63.99,,
aquario-neo-soil-shrimp,,,,,,,,,,,,,,,,,
aquario-neo-soil-shrimp,,,,,,,,,,,,,,,,,
aquario-neo-soil-shrimp,,,,,,,,,,,,,,,,,
aquario-neo-soil-plant,Aquario Neo Soil Plant,,Aquario,,Substrats,Eau Douce,TRUE,Size,3 L,0,shopify,55,deny,manual,27.99,,
aquario-neo-soil-plant,,,,,,,,,8 L,0,shopify,11,deny,manual,63.99,,
aquario-neo-soil-plant,,,,,,,,,,,,,,,,,
aquario-neo-soil-plant,,,,,,,,,,,,,,,,,
aquario-neo-solution-k-liquid-fertilizer,Aquario Neo Solution K Liquid Fertilizer,,Aquario,,Additifs,Eau Douce,TRUE,Size,300 ml,0,shopify,10,deny,manual,16.99,,8.5
aquario-neo-solution-k-liquid-fertilizer,,,,,,,,,1000 ml,0,shopify,7,deny,manual,38.99,,19
aquario-neo-solution-k-liquid-fertilizer,,,,,,,,,,,,,,,,,
aquario-neo-solution-fe-liquid-fertilizer,Aquario Neo Solution Fe Liquid Fertilizer,,Aquario,,Additifs,Eau Douce,TRUE,Size,300 ml,0,shopify,8,deny,manual,16.99,,8.5
aquario-neo-solution-fe-liquid-fertilizer,,,,,,,,,1000 ml,0,shopify,3,deny,manual,38.99,,19
aquario-neo-solution-fe-liquid-fertilizer,,,,,,,,,,,,,,,,,
aquario-neo-solution-2-liquid-fertilizer,Aquario Neo Solution 2 Liquid Fertilizer,,Aquario,,Additifs,Eau Douce,TRUE,Size,300 ml,0,shopify,8,deny,manual,16.99,,8.5
aquario-neo-solution-2-liquid-fertilizer,,,,,,,,,1000 ml,0,shopify,6,deny,manual,38.99,,19
aquario-neo-solution-2-liquid-fertilizer,,,,,,,,,,,,,,,,,
aquario-neo-solution-1-liquid-fertilizer,Aquario Neo Solution 1 Liquid Fertilizer,,Aquario,,Additifs,Eau Douce,TRUE,Size,300 ml,0,shopify,8,deny,manual,16.99,,8.5
aquario-neo-solution-1-liquid-fertilizer,,,,,,,,,1000 ml,0,shopify,6,deny,manual,38.99,,19
aquario-neo-solution-1-liquid-fertilizer,,,,,,,,,,,,,,,,,
aquario-neo-co2-refill,Aquario Neo CO2 Refill,,Aquario,,CO2,Eau Douce,TRUE,Title,Default Title,0,shopify,4,deny,manual,25.99,,13
aquario-neo-co2-refill,,,,,,,,,,,,,,,,,
aquario-neo-co2,Aquario Neo CO2,,Aquario,,CO2,Eau Douce,TRUE,Title,Default Title,0,shopify,6,deny,manual,49.99,,26
aquario-neo-co2,,,,,,,,,,,,,,,,,
aquario-neo-co2,,,,,,,,,,,,,,,,,
green-neon-tetra,Green Neon Tetra (Paracheirodon simulans),,AquaZen,,Poisson,"Eau Douce, Tetra",FALSE,Size,Unité,0,shopify,0,deny,manual,4.99,,
green-neon-tetra,,,,,,,,,10,0,shopify,0,deny,manual,40,,
horn-nerite-snail,Horn Nerite Snail,,AquaZen,,Invertébrés,"Eau Douce, Escargot",TRUE,Title,Default Title,0,shopify,5,deny,manual,4.99,,
tropica-alternanthera-reineckii-pink,Tropica Alternanthera reineckii 'Pink',,Tropica,,Plante,Eau Douce,TRUE,Title,Default Title,0,shopify,4,deny,manual,12.99,,5.19
tropica-alternanthera-reineckii-pink,,,,,,,,,,,,,,,,,
tropica-alternanthera-reineckii-pink,,,,,,,,,,,,,,,,,
viv-joint-glass,VIV Joint Glass,,VIV Aquatics,,CO2,"Eau Douce, Glass",TRUE,Size,11 mm,0,shopify,7,deny,manual,12.99,,
viv-joint-glass,,,,,,,,,22 mm,0,shopify,8,deny,manual,12.99,,
viv-joint-glass,,,,,,,,,31 mm,0,shopify,5,deny,manual,12.99,,
viv-co2-checker,VIV CO2 Checker,,VIV Aquatics,,CO2,"Eau Douce, Glass",TRUE,Title,Default Title,0,shopify,5,deny,manual,29.99,,14.2
viv-bubble-counter,VIV Bubble Counter,,VIV Aquatics,,CO2,"Eau Douce, Glass",TRUE,Title,Default Title,0,shopify,4,deny,manual,25.99,,12.9
viv-beetle-diffuser,VIV Beetle Diffuser,,VIV Aquatics,,CO2,"Eau Douce, Glass",TRUE,Size,300-33,0,shopify,5,deny,manual,39.99,,
viv-beetle-diffuser,,,,,,,,,300-35,0,shopify,5,deny,manual,49.99,,
viv-co2-pollen-diffuser,VIV CO2 Pollen Diffuser,,VIV Aquatics,,CO2,"Eau Douce, Glass",TRUE,Title,Default Title,0,shopify,7,deny,manual,39.99,,15.95
viv-skimmer-inflow-pipe,VIV Skimmer Inflow Pipe,,VIV Aquatics,,Glassware,"Eau Douce, Eau Salée",TRUE,Size,13 mm,0,shopify,5,deny,manual,49.99,,
viv-skimmer-inflow-pipe,,,,,,,,,17 mm,0,shopify,4,deny,manual,49.99,,
viv-orchid-inflow-mini-pipe,VIV Orchid Inflow Mini Pipe,,VIV Aquatics,,Glassware,"Eau Douce, Eau Salée",TRUE,Title,Default Title,0,shopify,5,deny,manual,34.99,,14.2
viv-orchid-inflow-pipe,VIV Orchid Inflow Pipe,,VIV Aquatics,,Glassware,"Eau Douce, Eau Salée",TRUE,Size,200-21,0,shopify,4,deny,manual,39.99,,
viv-orchid-inflow-pipe,,,,,,,,,200-23,0,shopify,4,deny,manual,44.99,,
viv-orchid-inflow-pipe,,,,,,,,,200-24,0,shopify,5,deny,manual,49.99,,
viv-orchid-outflow-pipe,VIV Orchid Outflow Pipe,,VIV Aquatics,,Glassware,"Eau Douce, Eau Salée",TRUE,Size,100-21,0,shopify,5,deny,manual,39.99,,
viv-orchid-outflow-pipe,,,,,,,,,100-23,0,shopify,5,deny,manual,44.99,,
viv-orchid-outflow-pipe,,,,,,,,,100-27,0,shopify,5,deny,manual,39.99,,
viv-peony-lily-inflow,VIV Peony Lily Inflow,,VIV Aquatics,,Glassware,"Eau Douce, Eau Salée",TRUE,Size,200-11,0,shopify,4,deny,manual,34.99,,
viv-peony-lily-inflow,,,,,,,,,200-13,0,shopify,4,deny,manual,39.99,,
viv-peony-lily-inflow,,,,,,,,,200-14,0,shopify,5,deny,manual,49.99,,
viv-peony-outflow-pipe,VIV Peony Outflow Pipe,,VIV Aquatics,,Glassware,"Eau Douce, Eau Salée",TRUE,Size,100-11,0,shopify,5,deny,manual,34.99,,
viv-peony-outflow-pipe,,,,,,,,,100-13,0,shopify,4,deny,manual,39.99,,
viv-peony-outflow-pipe,,,,,,,,,100-16,0,shopify,5,deny,manual,39.99,,
viv-spin-outflow,VIV Spin Outflow,,VIV Aquatics,,Glassware,"Eau Douce, Eau Salée",TRUE,Size,100-08,0,shopify,4,deny,manual,49.99,,14.45
viv-spin-outflow,,,,,,,,,100-09,0,shopify,5,deny,manual,49.99,,14.45
viv-lily-inflow-mini-pipe,VIV Lily Inflow Mini Pipe,,VIV Aquatics,,Glassware,"Eau Douce, Eau Salée",TRUE,Title,Default Title,0,shopify,5,deny,manual,34.99,,11.35
viv-lily-outflow-mini-pipe,VIV Lily Outflow Mini Pipe,,VIV Aquatics,,Glassware,"Eau Douce, Eau Salée",TRUE,Title,Default Title,0,shopify,5,deny,manual,29.99,,10.15
viv-music-co2-bubble-counter,VIV Music CO2 Bubble Counter,,VIV Aquatics,,CO2,"Eau Douce, Glass",TRUE,Title,Default Title,0,shopify,5,deny,manual,34.99,,13.8
viv-lily-inflow-pipe,VIV Lily Inflow Pipe,,VIV Aquatics,,Glassware,"Eau Douce, Eau Salée",TRUE,Size,200-01,0,shopify,5,deny,manual,34.99,,
viv-lily-inflow-pipe,,,,,,,,,200-04,0,shopify,5,deny,manual,39.99,,
viv-lily-outflow-pipe,VIV Lily Outflow Pipe,,VIV Aquatics,,Glassware,"Eau Douce, Eau Salée",TRUE,Size,100-02,0,shopify,5,deny,manual,34.99,,14.3
viv-lily-outflow-pipe,,,,,,,,,100-04,0,shopify,5,deny,manual,34.99,,14.3
viv-lily-outflow-pipe,,,,,,,,,100-05,0,shopify,7,deny,manual,39.99,,14.3
aquatlantis-splendid-150-stand-59-x-16,"Aquatlantis Splendid 150 Stand - 59"" x 16""",,Aquatlantis,,Aquarium,"Eau Douce, Eau Salée",TRUE,Color,Black,0,shopify,1,deny,manual,469.99,,321.88
aquatlantis-splendid-150-stand-59-x-16,,,,,,,,,White,0,shopify,1,deny,manual,469.99,,321.88
aquatlantis-splendid-150-stand-59-x-16,,,,,,,,,Gray,0,shopify,1,deny,manual,469.99,,321.88
aquatlantis-splendid-150-aquarium-59-x-16-x-24,"Aquatlantis Splendid 150 Aquarium - 59"" x 16"" x 24""",,Aquatlantis,,Aquarium,"Eau Douce, Eau Salée",TRUE,Color,Black,0,shopify,1,deny,manual,1239.99,,853.2
aquatlantis-splendid-150-aquarium-59-x-16-x-24,,,,,,,,,White,0,shopify,1,deny,manual,1239.99,,853.2
aquatlantis-splendid-150-aquarium-59-x-16-x-24,,,,,,,,,Gray,0,shopify,1,deny,manual,1239.99,,853.2
aquatlantis-volga-450-cabinet-60-x-20,"Aquatlantis Volga 450 Cabinet - 60"" x 20""",,Aquatlantis,,Aquarium,"Eau Douce, Eau Salée",TRUE,Color,Black,0,shopify,1,deny,manual,519.99,,366.5
aquatlantis-volga-450-cabinet-60-x-20,,,,,,,,,White,0,shopify,1,deny,manual,519.99,,366.5
aquatlantis-volga-450-cabinet-60-x-20,,,,,,,,,Gray,0,shopify,1,deny,manual,519.99,,366.5
aquatlantis-volga-350-cabinet-48-x-20,"Aquatlantis Volga 350 Cabinet - 48"" x 20""",,Aquatlantis,,Aquarium,"Eau Douce, Eau Salée",TRUE,Color,Black,0,shopify,1,deny,manual,459.99,,328.96
aquatlantis-volga-350-cabinet-48-x-20,,,,,,,,,White,0,shopify,1,deny,manual,459.99,,328.96
aquatlantis-volga-350-cabinet-48-x-20,,,,,,,,,Gray,0,shopify,1,deny,manual,459.99,,328.96
aquatlantis-volga-240-cabinet-48-x-16,"Aquatlantis Volga 240 Cabinet - 48"" x 16""",,Aquatlantis,,Aquarium,"Eau Douce, Eau Salée",TRUE,Color,Black,0,shopify,1,deny,manual,369.99,,261
aquatlantis-volga-240-cabinet-48-x-16,,,,,,,,,White,0,shopify,1,deny,manual,369.99,,261
aquatlantis-volga-240-cabinet-48-x-16,,,,,,,,,Gray,0,shopify,1,deny,manual,369.99,,261
aquatlantis-volga-180-cabinet-40-x-16,"Aquatlantis Volga 180 Cabinet - 40"" x 16""",,Aquatlantis,,Aquarium,"Eau Douce, Eau Salée",TRUE,Color,Black,0,shopify,1,deny,manual,329.99,,230.61
aquatlantis-volga-180-cabinet-40-x-16,,,,,,,,,White,0,shopify,0,deny,manual,329.99,,230.61
aquatlantis-volga-180-cabinet-40-x-16,,,,,,,,,Gray,0,shopify,1,deny,manual,329.99,,230.61
aquatlantis-volga-450-aquarium-119-gal,Aquatlantis Volga 450 Aquarium - 119 gal,,Aquatlantis,,Aquarium,"Eau Douce, Eau Salée",TRUE,Color,Black,0,shopify,1,deny,manual,1699.99,,1210.6
aquatlantis-volga-450-aquarium-119-gal,,,,,,,,,White,0,shopify,1,deny,manual,1699.99,,1210.6
aquatlantis-volga-450-aquarium-119-gal,,,,,,,,,Gray,0,shopify,1,deny,manual,1699.99,,1210.6
aquatlantis-volga-350-aquarium-92-gal,Aquatlantis Volga 350 Aquarium - 92 gal,,Aquatlantis,,Aquarium,"Eau Douce, Eau Salée",TRUE,Color,Black,0,shopify,1,deny,manual,1299.99,,924.14
aquatlantis-volga-350-aquarium-92-gal,,,,,,,,,White,0,shopify,1,deny,manual,1299.99,,924.14
aquatlantis-volga-350-aquarium-92-gal,,,,,,,,,Gray,0,shopify,1,deny,manual,1299.99,,924.14
aquatlantis-volga-240-aquarium-63-gal,Aquatlantis Volga 240 Aquarium - 63 gal,,Aquatlantis,,Aquarium,"Eau Douce, Eau Salée",TRUE,Color,Black,0,shopify,1,deny,manual,919.99,,
aquatlantis-volga-240-aquarium-63-gal,,,,,,,,,White,0,shopify,1,deny,manual,919.99,,
aquatlantis-volga-240-aquarium-63-gal,,,,,,,,,Gray,0,shopify,1,deny,manual,919.99,,
aquatlantis-volga-180-aquarium-47-5-gal,Aquatlantis Volga 180 Aquarium - 47.5 gal,,Aquatlantis,,Aquarium,"Eau Douce, Eau Salée",TRUE,Color,Black,0,shopify,1,deny,manual,679.99,,481.01
aquatlantis-volga-180-aquarium-47-5-gal,,,,,,,,,White,0,shopify,1,deny,manual,679.99,,481.01
aquatlantis-volga-180-aquarium-47-5-gal,,,,,,,,,Gray,0,shopify,1,deny,manual,679.99,,481.01
aquatlantis-elegance-expert-120-cabinet-47-x-16,"Aquatlantis Elegance Expert 120 Cabinet - 47"" x 16""",,Aquatlantis,,Aquarium,"Eau Douce, Eau Salée",TRUE,Color,Black,0,shopify,1,deny,manual,304.99,,212.12
aquatlantis-elegance-expert-120-cabinet-47-x-16,,,,,,,,,White,0,shopify,1,deny,manual,304.99,,212.12
aquatlantis-elegance-expert-120-cabinet-47-x-16,,,,,,,,,Gray,0,shopify,1,deny,manual,304.99,,212.12
aquatlantis-elegance-expert-100-cabinet-40-x-16,"Aquatlantis Elegance Expert 100 Cabinet - 40"" x 16""",,Aquatlantis,,Aquarium,"Eau Douce, Eau Salée",TRUE,Color,Black,0,shopify,1,deny,manual,299.99,,205.34
aquatlantis-elegance-expert-100-cabinet-40-x-16,,,,,,,,,White,0,shopify,1,deny,manual,299.99,,205.34
aquatlantis-elegance-expert-100-cabinet-40-x-16,,,,,,,,,Gray,0,shopify,1,deny,manual,299.99,,205.34
aquatlantis-elegance-expert-80-cabinet-32-x-16,"Aquatlantis Elegance Expert 80 Cabinet - 32"" x 16""",,Aquatlantis,,Aquarium,"Eau Douce, Eau Salée",TRUE,Color,Black,0,shopify,0,deny,manual,249.99,,174.01
aquatlantis-elegance-expert-80-cabinet-32-x-16,,,,,,,,,White,0,shopify,0,deny,manual,249.99,,174.01
aquatlantis-elegance-expert-80-cabinet-32-x-16,,,,,,,,,Gray,0,shopify,1,deny,manual,249.99,,174.01
aquatlantis-elegance-expert-120-aquarium-61-gal,Aquatlantis Elegance Expert 120 Aquarium - 61 gal,,Aquatlantis,,Aquarium,"Eau Douce, Eau Salée",TRUE,Color,Black,0,shopify,1,deny,manual,919.99,,646.34
aquatlantis-elegance-expert-120-aquarium-61-gal,,,,,,,,,White,0,shopify,1,deny,manual,919.99,,646.34
aquatlantis-elegance-expert-120-aquarium-61-gal,,,,,,,,,Gray,0,shopify,1,deny,manual,919.99,,646.34
aquatlantis-elegance-expert-100-aquarium-51-5-gal,Aquatlantis Elegance Expert 100 Aquarium - 51.5 gal,,Aquatlantis,,Aquarium,"Eau Douce, Eau Salée",TRUE,Color,Black,0,shopify,1,deny,manual,819.99,,570.86
aquatlantis-elegance-expert-100-aquarium-51-5-gal,,,,,,,,,White,0,shopify,0,deny,manual,819.99,,570.86
aquatlantis-elegance-expert-100-aquarium-51-5-gal,,,,,,,,,Gray,0,shopify,1,deny,manual,819.99,,570.86
aquatlantis-elegance-expert-80-aquarium-36-5-gal,Aquatlantis Elegance Expert 80 Aquarium - 36.5 gal,,Aquatlantis,,Aquarium,"Eau Douce, Eau Salée",TRUE,Color,Black,0,shopify,1,deny,manual,629.99,,439.45
aquatlantis-elegance-expert-80-aquarium-36-5-gal,,,,,,,,,White,0,shopify,1,deny,manual,629.99,,439.45
aquatlantis-elegance-expert-80-aquarium-36-5-gal,,,,,,,,,Gray,0,shopify,1,deny,manual,629.99,,439.45
aquatlantis-elegance-expert-60-aquarium-27-5-gal,Aquatlantis Elegance Expert 60 Aquarium - 27.5 gal.,,Aquatlantis,,Aquarium,"Eau Douce, Eau Salée",TRUE,Color,Black,0,shopify,1,deny,manual,539.99,,377.04
aquatlantis-elegance-expert-60-aquarium-27-5-gal,,,,,,,,,White,0,shopify,1,deny,manual,539.99,,377.04
aquatlantis-elegance-expert-60-aquarium-27-5-gal,,,,,,,,,Gray,0,shopify,1,deny,manual,539.99,,377.04
ada-green-bacter-plus-50ml,ADA Green Bacter Plus 50ml,,ADA,,Additifs,Eau Douce,TRUE,Title,Default Title,0,shopify,12,deny,manual,44.99,,22.99
ada-amazonia-light-powder-aquasoil-3l,ADA Amazonia Light Powder AquaSoil 3L,,ADA,,Substrats,Eau Douce,TRUE,Title,Default Title,0,shopify,6,deny,manual,44.99,,17.09
ada-africana-powder-aquasoil,ADA Africana Powder AquaSoil,,ADA,,Substrats,Eau Douce,TRUE,Size,3L,0,shopify,11,deny,manual,44.99,,17.09
ada-africana-powder-aquasoil,,,,,,,,,9L,0,shopify,9,deny,manual,105.99,,51.29
melanurus-wrasse,Melanurus Wrasse,,AquaZen,,Poisson,"Eau Salée, Wrasse",FALSE,Title,Default Title,0,shopify,0,deny,manual,65,,29.66
tropica-1-2-grow-sagittaria-subulata,Tropica 1-2-Grow Sagittaria subulata,,Tropica,,Plante,TC,FALSE,Title,Default Title,0,shopify,0,deny,manual,13.99,,7.24
tropica-1-2-grow-nymphoides-hydrophylla-taiwan,Tropica 1-2-Grow Nymphoides hydrophylla 'Taiwan',,Tropica,,Plante,TC,FALSE,Title,Default Title,0,shopify,0,deny,manual,13.99,,7.24
tropica-1-2-grow-micranthemum-callitrichoides-cuba,Tropica 1-2-Grow Micranthemum callitrichoides 'Cuba',,Tropica,,Plante,TC,TRUE,Title,Default Title,0,shopify,3,deny,manual,13.99,,7.24
tropica-1-2-grow-micranthemum-callitrichoides-cuba,,,,,,,,,,,,,,,,,
tropica-1-2-grow-micranthemum-callitrichoides-cuba,,,,,,,,,,,,,,,,,
blue-aurora-shrimp-neocaridina-sp,Blue Aurora Shrimp (Neocaridina sp.),,AquaZen,,Invertébrés,"Crevette, Eau Douce",FALSE,Title,Default Title,0,shopify,0,deny,manual,5.99,,
betta-plakat-koi-betta-imbellis,Betta Plakat Koi (Betta imbellis),,AquaZen,,Poisson,"Eau Douce, Gourami",FALSE,Title,Default Title,0,shopify,0,deny,manual,29.99,,13.3
polkadot-loach-botia-kubotai,Polkadot Loach (Botia kubotai),,AquaZen,,Poisson,"Eau Douce, Loach",FALSE,Title,Default Title,0,shopify,0,deny,manual,12.99,,6.09
paskai-rainbowfish,Paskai Rainbowfish (Pseudomugil paskai),,AquaZen,,Poisson,"Eau Douce, Rainbowfish",FALSE,Title,Default Title,0,shopify,0,deny,manual,8.99,,4.05
bois-araignee-1,Bois Araignée,,AquaZen,,Wood,Eau Douce,TRUE,Size,Small,0,shopify,3,deny,manual,18.99,,8.69
bois-araignee-1,,,,,,,,,Medium,0,shopify,6,deny,manual,24.99,,11.31
bois-araignee-1,,,,,,,,,Large,0,shopify,2,deny,manual,44.99,,22.37
seapora-aquarium-20-gallon-haut,Seapora Aquarium 20 gallon Haut,,Seapora,,Aquarium,"Eau Douce, Eau Salée",TRUE,Title,Default Title,0,shopify,0,deny,manual,79.99,,52.04
roche-pagoda,Roche Pagoda,,Feller,,Roche,Eau Douce,TRUE,Size,1 lbs,0,shopify,16,deny,manual,4.99,,2.36
ista-hang-on-filter-inlet-sponge-small,ISTA Hang-On Filter Inlet Sponge - Small,,ISTA,,Filtration,"Eau Douce, Eau Salée",TRUE,Title,Default Title,0,shopify,3,deny,manual,5.99,,1.93
ista-hose-holder,ISTA Hose Holder,,ISTA,,Misc,"Eau Douce, Eau Salée",TRUE,Title,Default Title,0,shopify,2,deny,manual,3.99,,1.6
eheim-air-pump-400,Eheim Air Pump 400,,Eheim,,Pompe,"Eau Douce, Eau Salée",TRUE,Title,Default Title,0,shopify,1,deny,manual,62.99,,41.43
eheim-air-pump-200,Eheim Air Pump 200,,Eheim,,Pompe,"Eau Douce, Eau Salée",TRUE,Title,Default Title,0,shopify,1,deny,manual,54.99,,35.44
eheim-air-pump-100,Eheim Air Pump 100,,Eheim,,Pompe,"Eau Douce, Eau Salée",TRUE,Title,Default Title,0,shopify,1,deny,manual,42.99,,29.44
seachem-flourite-black-sand-1,Seachem Flourite Black Sand,,Seachem,Animals & Pet Supplies,Substrats,Eau Douce,TRUE,Quantité,3.5 kg,0,shopify,4,deny,manual,26.99,,13.34
seachem-flourite-black-sand-1,,,,,,,,,7 kg,0,shopify,1,deny,manual,46.99,,23.21
co2art-io-diffuser-acrylic-series-in-tank-co2-diffuser,CO2Art IO Diffuser - Acrylic Series - In-Tank CO2 Diffuser,,CO2 Art,,CO2,Eau Douce,TRUE,Size,Small,0,shopify,1,deny,manual,27.99,,13.88
co2art-io-diffuser-acrylic-series-in-tank-co2-diffuser,,,,,,,,,Large,0,shopify,2,deny,manual,31.99,,15.62
co2-art-pro-series-precision-co2-check-valve,CO2Art Pro-Series Precision CO2 Check Valve,,CO2 Art,,CO2,Eau Douce,TRUE,Title,Default Title,0,shopify,0,deny,manual,21.99,,10.42
