Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18
dwarf-neon-rainbowfish,,,,,,,,,,,,,,,,,
nerite-snail,Nerite Snail (Vittina natalensis),,AquaZen,,Invertébrés,"Eau Douce, Escargot",FALSE,Title,Default Title,0,shopify,5,deny,manual,4.99,,
red-cherry-shrimp,Super Red Cherry Shrimp (Neocaridina davidi),,AquaZen,,Invertébrés,"Crevette, Eau Douce",FALSE,Title,Default Title,0,shopify,0,deny,manual,5.99,,
blue-diamond-shrimp,Blue Diamond Shrimp (Neocaridina davidi),,AquaZen,,Invertébrés,"Crevette, Eau Douce",TRUE,Size,Unité,0,shopify,0,deny,manual,5.99,,
blue-diamond-shrimp,,,,,,,,,5,0,shopify,0,deny,manual,25,,
amano-shrimp,Amano Shrimp,,AquaZen,,Invertébrés,"Crevette, Eau Douce",TRUE,Title,Default Title,0,shopify,4,deny,manual,5.99,,
japan-blue-endler-guppy,Japan Blue Endler Guppy (male),,AquaZen,,Poisson,"Eau Douce, Guppy",FALSE,Title,Default Title,0,shopify,0,deny,manual,0,,
moscow-red-guppy,Moscow Red Guppy (Poecilia reticulata),,AquaZen,,Poisson,"Eau Douce, Guppy",FALSE,Title,Default Title,0,shopify,0,deny,manual,5.99,,
honey-gourami,Honey Gourami (Trichogaster chuna),,AquaZen,,Poisson,"Eau Douce, Gourami",FALSE,Title,Default Title,0,shopify,0,deny,manual,8.99,,
chocolate-gourami,Chocolate Gourami (Sphaerichthys osphromenoides),,AquaZen,,Poisson,"Eau Douce, Gourami",FALSE,Title,Default Title,0,shopify,0,deny,manual,12.99,,
kohaku-discus,Kohaku Discus (Symphysodon sp.),,AquaZen,,Poisson,"Cichlid, Eau Douce",FALSE,Title,Default Title,0,shopify,-1,deny,manual,79.99,,
electric-blue-gold-ramirezi,Electric Blue Gold Ramirezi (Mikrogeophagus ramirezi),,AquaZen,,Poisson,"Cichlid, Eau Douce",FALSE,Title,Default Title,0,shopify,0,deny,manual,22.99,,
german-blue-ramirezi,German Blue Ramirezi (Mikrogeophagus ramirezi),,AquaZen,,Poisson,"Cichlid, Eau Douce",FALSE,Title,Default Title,0,shopify,0,deny,manual,14.99,,2.75
venuzuelan-corydora,Venuzuelan Corydora (Corydoras venezuelanus),,AquaZen,,Poisson,"Catfish, Eau Douce",TRUE,Size,Unité,0,shopify,10,deny,manual,14.99,,
venuzuelan-corydora,,,,,,,,,3,0,shopify,3,deny,manual,42,,
siamese-algae-eater,Siamese Algae Eater (Crossocheilus oblongus),,AquaZen,,Poisson,"Catfish, Eau Douce",TRUE,Title,Default Title,0,shopify,7,deny,manual,5.99,,
royal-farlowella,Royal Farlowella (Sturisoma panamense),,AquaZen,,Poisson,"Catfish, Eau Douce",FALSE,Title,Default Title,0,shopify,0,deny,manual,16.99,,
pygmy-corydora,Pygmy Corydora (Corydoras pygmaeus),,AquaZen,,Poisson,"Catfish, Eau Douce",FALSE,Size,Unité,0,shopify,0,deny,manual,5.99,,
pygmy-corydora,,,,,,,,,6,0,shopify,0,deny,manual,30,,
pictus-catfish,Pictus Catfish (Pimelodus pictus),,AquaZen,,Poisson,"Catfish, Eau Douce",FALSE,Title,Default Title,0,shopify,0,deny,manual,14.99,,
synodontis-petricola,Cuckoo Catfish (Synodontis Petricola),,AquaZen,,Poisson,"Catfish, Eau Douce",TRUE,Title,Default Title,0,shopify,17,deny,manual,14.99,,
julii-corydora,Julii Corydora (Corydoras julii),,AquaZen,,Poisson,"Catfish, Eau Douce",FALSE,Title,Default Title,0,shopify,0,deny,manual,7.99,,2.58
green-laser-gold-corydora,Green Laser Gold Corydora (Corydoras sp.),,AquaZen,,Poisson,"Catfish, Eau Douce",FALSE,Size,Unité,0,shopify,20,deny,manual,25.99,,
green-laser-gold-corydora,,,,,,,,,4,0,shopify,5,deny,manual,100,,
bronze-corydora,Bronze Corydora (Corydoras aeneus),,AquaZen,,Poisson,"Catfish, Eau Douce",FALSE,Title,Default Title,0,shopify,0,deny,manual,5.99,,
adolfoi-corydora,Adolfoi Corydora,,AquaZen,,Poisson,"Catfish, Eau Douce",FALSE,Title,Default Title,0,shopify,0,deny,manual,12.99,,
staurogyne-repens,Staurogyne Repens,,AquaZen,,Plante,Eau Douce,FALSE,Title,Default Title,0,shopify,0,deny,manual,8.99,,
pogostemon-stellata,Pogostemon Stellata,,AquaZen,,Plante,Eau Douce,FALSE,Title,Default Title,0,shopify,0,deny,manual,12.99,,
pogostemon-helferi,Pogostemon Helferi,,AquaZen,,Plante,Eau Douce,FALSE,Title,Default Title,0,shopify,0,deny,manual,16.99,,
monte-carlo,Hemianthus 'Monte Carlo',,AquaZen,,Plante,Eau Douce,FALSE,Title,Default Title,0,shopify,4,deny,manual,12.99,,
microsorum-pteropus-trident,Microsorum Pteropus Trident,,AquaZen,,Plante,Eau Douce,FALSE,Title,Default Title,0,shopify,0,deny,manual,10.99,,
micranthenum-micranthemoides,Micranthenum Micranthemoides,,AquaZen,,Plante,Eau Douce,FALSE,Title,Default Title,0,shopify,0,deny,manual,11.99,,
ludwigia-glandulosa,Ludwigia Glandulosa,,AquaZen,,Plante,Eau Douce,FALSE,Title,Default Title,0,shopify,0,deny,manual,0,,
limnophila-heterophylla,Limnophila Heterophylla,,AquaZen,,Plante,Eau Douce,FALSE,Title,Default Title,0,shopify,0,deny,manual,13.99,,
japonica-blyxa,Japonica Blyxa,,AquaZen,,Plante,Eau Douce,FALSE,Title,Default Title,0,shopify,2,deny,manual,16.99,,
hygrophila-pinnatifida,Hygrophila Pinnatifida,,AquaZen,,Plante,Eau Douce,FALSE,Title,Default Title,0,shopify,0,deny,manual,12.99,,
hydrocotyle-tripartita,Hydrocotyle Tripartita,,AquaZen,,Plante,Eau Douce,FALSE,Title,Default Title,0,shopify,0,deny,manual,12.99,,
hydrocotyle-leucocephala,Hydrocotyle Leucocephala,,AquaZen,,Plante,Eau Douce,FALSE,Title,Default Title,0,shopify,0,deny,manual,0,,
helanthium-tenellum,Helanthium Tenellum,,AquaZen,,Plante,Eau Douce,FALSE,Title,Default Title,0,shopify,0,deny,manual,10.99,,
fissidens-nobilis,Fissidens Nobilis,,AquaZen,,Plante,Eau Douce,FALSE,Title,Default Title,0,shopify,0,deny,manual,22.99,,
echinodorus-red-ocelot,Echinodorus Red Ocelot,,AquaZen,,Plante,Eau Douce,TRUE,Title,Default Title,0,shopify,0,deny,manual,18.99,,
bucephalandra-brownie-blue,Bucephalandra Brownie Blue,,AquaZen,,Plante,Eau Douce,TRUE,Title,Default Title,0,shopify,3,deny,manual,22.99,,11.48
bucephalandra-brownie-blue,,,,,,,,,,,,,,,,,
barclaya-longifolia,Barclaya Longifolia,,AquaZen,,Plante,Eau Douce,FALSE,Title,Default Title,0,shopify,0,deny,manual,8.99,,
anubia-nana-petite,Anubia Nana Petite,,AquaZen,,Plante,Eau Douce,TRUE,Title,Default Title,0,shopify,0,deny,manual,16.99,,7.24
aquavitro-coral-cutter,Aquavitro Coral Cutter,,Aquavitro,,Entretien,Eau Salée,TRUE,Title,Default Title,700,shopify,1,deny,manual,59.99,,37.58
aquavitro-foreground-shears,Aquavitro Foreground Shears,,Aquavitro,,Entretien,Eau Douce,TRUE,Title,Default Title,400,shopify,1,deny,manual,34.99,,20.78
aquavitro-curved-shears,Aquavitro Curved Shears,,Aquavitro,,Entretien,Eau Douce,TRUE,Title,Default Title,0,shopify,1,deny,manual,21.99,,13.76
aquavitro-straight-shears,Aquavitro Straight Shears,,Aquavitro,,Entretien,Eau Douce,TRUE,Title,Default Title,300,shopify,2,deny,manual,23.99,,13.46
seachem-flourish-nitrogen,Seachem Flourish Nitrogen,,Seachem,,Additifs,Eau Douce,TRUE,Size,250ml,0,shopify,2,deny,manual,13.99,,7.07
brightwell-garlic-power,Brightwell Garlic Power,,Brightwell,,Nourriture,Eau Salée,FALSE,Size,30ml,0,shopify,0,deny,manual,23.99,,15.85
brightwell-aminomega,Brightwell AminOmega,,Brightwell,,Nourriture,Eau Salée,TRUE,Size,125ml,0,shopify,0,deny,manual,24.99,,16.6
brightwell-spongeexcel,Brightwell SpongeExcel,,Brightwell,,Nourriture,Eau Salée,TRUE,Size,125ml,0,shopify,1,deny,manual,17.99,,11.81
brightwell-potassion,Brightwell Potassion,,Brightwell,,Additifs,Eau Salée,TRUE,Size,500ml,0,shopify,2,deny,manual,21.99,,13.5
brightwell-microbacter-7,,,,,,,,,1 L,0,shopify,0,deny,manual,43.99,,29.19
brightwell-microbacter-start-xlm,,,,,,,,,250 ml,0,shopify,5,deny,manual,31.99,,20.75
brightwell-microbacter-start-xlm,,,,,,,,,125 ml,0,shopify,0,deny,manual,20.99,,13.67
brightwell-restor,,,,,,,,,250 ml,0,shopify,2,deny,manual,14.99,,9.65
instant-ocean-reef-crystal-boite-de-200-gallons,Instant Ocean Reef Crystal,,Instant Ocean,,Sel Marin,,TRUE,Size,50 gallons,20000,shopify,3,deny,manual,29.99,,67.85
instant-ocean-reef-crystal-boite-de-200-gallons,,,,,,,,,200 gallons,20000,shopify,5,deny,manual,95.99,,67.85
instant-ocean-boite-de-200-gallons,Instant Ocean Sea Salt,,Instant Ocean,,Sel Marin,,TRUE,Title,Default Title,20000,shopify,5,deny,manual,79.99,,55.34
egeria-densa,Egeria Densa,,AquaZen,,Plante,Eau Douce,TRUE,Title,Default Title,0,shopify,2,deny,manual,12.99,,
roche-marco,Roche Marco,,AquaZen,,Roche,,TRUE,Size,1 lb,0,shopify,10,deny,manual,4.99,,
aquaillumination-prime-eau-douce,AquaIllumination Prime Eau Douce,,AquaIllumination,,Lumière,Eau Douce,TRUE,Title,Default Title,0,shopify,1,deny,manual,349.99,,227.19
disque-a-air,Disque à Air,,Underwater Treasure,,Misc,"Eau Douce, Eau Salée",TRUE,Title,Default Title,0,shopify,1,deny,manual,5.99,,3.78
pierre-a-air-longue,Pierre à Air Longue,,Underwater Treasure,,Misc,"Eau Douce, Eau Salée",TRUE,Size,4'',0,shopify,2,deny,manual,4.99,,
pierre-a-air-longue,,,,,,,,,12'',0,shopify,2,deny,manual,7.99,,
pierre-a-air-petit,Pierre à Air Petit,,Underwater Treasure,,Misc,"Eau Douce, Eau Salée",TRUE,Size,1 pierre,0,shopify,2,deny,manual,2.69,,
pierre-a-air-petit,,,,,,,,,2 pierres,0,shopify,2,deny,manual,3.09,,
pierre-a-air-petit,,,,,,,,,4 pierres,0,shopify,3,deny,manual,4.99,,
filet-fin-pour-poisson,Filet Fin pour Poisson,,Underwater Treasure,,Misc,"Eau Douce, Eau Salée",TRUE,Size,4'',0,shopify,0,deny,manual,2.99,,1.44
filet-fin-pour-poisson,,,,,,,,,5'',0,shopify,0,deny,manual,3.99,,1.66
filet-fin-pour-poisson,,,,,,,,,6'',0,shopify,0,deny,manual,4.99,,2.07
filet-fin-pour-poisson,,,,,,,,,10'',0,shopify,1,deny,manual,5.99,,3.31
filet-pour-poisson-epais,,,,,,,,,4'',0,shopify,3,deny,manual,2.99,,1.44
filet-pour-poisson-epais,,,,,,,,,6'',0,shopify,0,deny,manual,3.99,,2.07
filet-pour-poisson-epais,,,,,,,,,10'',0,shopify,0,deny,manual,5.99,,3.31
julian-sprungs-sea-veggies,Julian Sprung's Sea Veggies,,Two Little Fishies,,Nourriture,Eau Salée,TRUE,Color,Vert,0,shopify,3,deny,manual,13.99,,7.33
julian-sprungs-sea-veggies,,,,,,,,,Rouge,0,shopify,2,deny,manual,13.99,,7.33
julian-sprungs-sea-veggies,,,,,,,,,Mauve,0,shopify,3,deny,manual,13.99,,7.33
veggie-clip,Veggie Clip,,Two Little Fishies,,Nourriture,"Eau Douce, Eau Salée",TRUE,Title,Default Title,0,shopify,0,deny,manual,29.99,,18.25
reacteur-phosban,Réacteur PhosBan,,Two Little Fishies,,Filtration,Eau Salée,TRUE,Size,150,300,shopify,1,deny,manual,78.99,,55.45
reacteur-phosban,,,,,,,,,550,400,shopify,1,deny,manual,119.99,,89.51
npx-biopellets,NPX BioPellets,,Two Little Fishies,,Filtration,Eau Salée,TRUE,Size,200ml,0,shopify,-1,deny,manual,16.99,,11.13
npx-biopellets,,,,,,,,,400ml,0,shopify,0,deny,manual,31.99,,21.47
tunze-comline-doc-skimmer-9012,Tunze Comline DOC Skimmer 9012,,Tunze,,Écumeur de Protéine,"Eau Salée, Skimmer",TRUE,Title,Default Title,5000,shopify,1,deny,manual,380,,351.72
tunze-comline-doc-skimmer-9004-dc,Tunze Comline DOC Skimmer 9004 DC,,Tunze,,Écumeur de Protéine,Eau Salée,TRUE,Title,Default Title,4000,shopify,0,deny,manual,250,,236.08
tunze-comline-doc-skimmer-9004,Tunze Comline DOC Skimmer 9004,,Tunze,,Écumeur de Protéine,"Eau Salée, Skimmer",TRUE,Title,Default Title,3000,shopify,0,deny,manual,200,,190.88
tunze-comline-doc-skimmer-9001,Tunze Comline DOC Skimmer 9001,,Tunze,,Écumeur de Protéine,"Eau Salée, Skimmer",TRUE,Title,Default Title,3000,shopify,0,deny,manual,195.99,,
sicce-whale,Sicce Whale,,Sicce,,Filtration,"Eau Douce, Eau Salée",FALSE,Size,120,3000,shopify,0,deny,manual,129.99,,95.07
sicce-whale,,,,,,,,,350,5000,shopify,0,deny,manual,239.99,,154.64
sicce-whale,,,,,,,,,500,7000,shopify,0,deny,manual,279.99,,187.11
sicce-whale,,,,,,,,,,,,,,,,,
sicce-whale,,,,,,,,,,,,,,,,,
sicce-voyager,Sicce Voyager,,Sicce,,Pompe,"Eau Douce, Eau Salée",FALSE,Size,2,2000,shopify,0,deny,manual,76.99,,46.58
sicce-voyager,,,,,,,,,4,2000,shopify,0,deny,manual,116.99,,71.69
sicce-voyager-nano,Sicce Voyager Nano,,Sicce,,Pompe,"Eau Douce, Eau Salée",TRUE,Size,1000,1500,shopify,2,deny,manual,48.99,,28.49
siccec-syncra-silent,,,,,,,,,1.5,1000,shopify,0,deny,manual,75.99,,54.95
siccec-syncra-silent,,,,,,,,,2,1000,shopify,0,deny,manual,139.99,,74.93
siccec-syncra-silent,,,,,,,,,3,1000,shopify,0,deny,manual,167.99,,92.34
siccec-syncra-silent,,,,,,,,,3.5,1000,shopify,1,deny,manual,195.99,,111.78
siccec-syncra-silent,,,,,,,,,4,1500,shopify,0,deny,manual,237.99,,131.49
siccec-syncra-silent,,,,,,,,,5,2000,shopify,1,deny,manual,279.99,,158.22
sicce-shark-adv,Sicce Shark ADV,,Sicce,,Filtration,Eau Douce,TRUE,Size,400,500,shopify,0,deny,manual,42.99,,30.24
sicce-shark-adv,,,,,,,,,600,500,shopify,0,deny,manual,49.99,,35.51
sicce-shark-adv,,,,,,,,,800,500,shopify,2,deny,manual,54.99,,38.34
seapora-spirulina-brine-shrimp,Seapora Spirulina Brine Shrimp,,Seapora,,Nourriture,"Eau Douce, Eau Salée, FF",TRUE,Title,Default Title,0,shopify,16,deny,manual,9.99,,
seapora-skimmer-hang-on-back,Seapora Skimmer Hang on Back,,Seapora,,Écumeur de Protéine,"Eau Salée, Skimmer",TRUE,Title,Default Title,5000,shopify,1,deny,manual,319.99,,159.96
serapora-frozen-mysis-shrimp,Serapora Frozen Mysis Shrimp,,Seapora,,Nourriture,"Eau Douce, Eau Salée, FF",TRUE,Title,Default Title,0,shopify,9,deny,manual,9.99,,
seapora-filtre-a-eponge,Seapora Filtre à Éponge,,Seapora,,Filtration,"Eau Douce, Eau Salée",TRUE,Size,S,0,shopify,2,deny,manual,12.99,,7.02
seapora-filtre-a-eponge,,,,,,,,,M,200,shopify,2,deny,manual,15.99,,7.72
seapora-filtre-a-eponge,,,,,,,,,L,200,shopify,2,deny,manual,20.99,,10.53
seapora-plancton-lyophilise,Seapora Plancton Lyophilisé,,Seapora,,Nourriture,"Eau Douce, Eau Salée",TRUE,Title,Default Title,0,shopify,0,deny,manual,17.99,,8.72
seapora-krill-lyophilise,Seapora Krill Lyophilisé,,Seapora,,Nourriture,"Eau Douce, Eau Salée",TRUE,Size,14g,0,shopify,0,deny,manual,9.99,,5.34
seapora-krill-lyophilise,,,,,,,,,28g,0,shopify,0,deny,manual,17.99,,8.72
seapora-oeufs-dartemia,Seapora Oeufs d'Artémia,,Seapora,,Nourriture,"Eau Douce, Eau Salée",TRUE,Title,Default Title,0,shopify,6,deny,manual,9.99,,4.85
seapora-frozen-brine-shrimp,Seapora Frozen Brine Shrimp,,Seapora,,Nourriture,"Eau Douce, Eau Salée, FF",TRUE,Title,Default Title,0,shopify,11,deny,manual,9.99,,
seapora-frozen-bloodworms,Seapora Frozen Bloodworms,,Seapora,,Nourriture,"Eau Douce, FF",TRUE,Title,Default Title,0,shopify,1,deny,manual,9.99,,
seapora-nitrate-nitrite-pad,Seapora Nitrate + Nitrite Pad,,Seapora,,Filtration,"Eau Douce, Eau Salée",TRUE,Title,Default Title,0,shopify,5,deny,manual,9.99,,6.35
seapora-ammonia-pad,Seapora Ammonia Pad,,Seapora,,Filtration,"Eau Douce, Eau Salée",TRUE,Title,Default Title,200,shopify,2,deny,manual,8.99,,5.6
seachem-filtreur-tidal,,,,,,,,,55,2000,shopify,3,deny,manual,74.99,,51.99
seachem-filtreur-tidal,,,,,,,,,75,2500,shopify,1,deny,manual,89.99,,65.36
seachem-filtreur-tidal,,,,,,,,,110,3000,shopify,1,deny,manual,119.99,,78.71
seachem-the-bag,Seachem The Bag,,Seachem,,Filtration,"Eau Douce, Eau Salée",FALSE,Title,Default Title,0,shopify,0,deny,manual,14.99,,9.7
seachem-stress-guard,Seachem Stress Guard,,Seachem,,Traitement,"Eau Douce, Eau Salée",TRUE,Size,250ml,400,shopify,0,deny,manual,13.99,,9.12
seachem-stress-guard,,,,,,,,,500ml,700,shopify,0,deny,manual,21.99,,14.08
seachem-replenish,Seachem Replenish,,Seachem,,Additifs,Eau Douce,FALSE,Title,Default Title,0,shopify,0,deny,manual,6.99,,4.87
seachem-reef-strontium,Seachem Reef Strontium,,Seachem,,Additifs,Eau Salée,FALSE,Size,250ml,400,shopify,0,deny,manual,11.99,,
seachem-reef-strontium,,,,,,,,,500ml,700,shopify,0,deny,manual,16.99,,
seachem-reef-buffer,Seachem Reef Buffer,,Seachem,,Additifs,Eau Salée,FALSE,Size,250g,300,shopify,0,deny,manual,11.99,,
seachem-reef-buffer,,,,,,,,,500g,500,shopify,0,deny,manual,17.99,,
seachem-reef-advantage-calcium,Seachem Reef Advantage Calcium,,Seachem,,Additifs,Eau Salée,FALSE,Size,250g,300,shopify,0,deny,manual,13.99,,
seachem-reef-advantage-calcium,,,,,,,,,500g,500,shopify,2,deny,manual,22.99,,11
seachem-pad-de-remplacement,Seachem Pad de Remplacement,,Seachem,,Entretien,"Eau Douce, Eau Salée",TRUE,Title,Default Title,0,shopify,2,deny,manual,9.99,,4.9
seachem-matrix,,,,,,,,,1L,1000,shopify,2,deny,manual,24.99,,12.4
seachem-matrix,,,,,,,,,2L,400,shopify,1,deny,manual,44.99,,6.89
seachem-matrix,,,,,,,,,4L,400,shopify,1,deny,manual,69.99,,6.89
seachem-matrix,,,,,,,,,20L,400,shopify,1,deny,manual,179.99,,6.89
seachem-marine-buffer,Seachem Marine Buffer,,Seachem,,Additifs,Eau Salée,TRUE,Size,500g,500,shopify,0,deny,manual,10.99,,8
seachem-marine-buffer,,,,,,,,,1kg,1000,shopify,0,deny,manual,18.99,,
seachem-malawi-victoria-buffer,Seachem Malawi Victoria Buffer,,Seachem,,Additifs,Eau Douce,FALSE,Size,300g,300,shopify,0,deny,manual,10.99,,7.28
seachem-malawi-victoria-buffer,,,,,,,,,600g,600,shopify,0,deny,manual,18.99,,12.4
seachem-reef-advantage-magnesium,Seachem Reef Advantage Magnésium,,Seachem,,Additifs,Eau Salée,TRUE,Title,Default Title,400,shopify,1,deny,manual,15.99,,10
seachem-reef-kalkwasser,Seachem Reef Kalkwasser,,Seachem,,Additifs,Eau Salée,FALSE,Title,Default Title,500,shopify,0,deny,manual,23.99,,
seachem-garlic-guard,Seachem Garlic Guard,,Seachem,,Nourriture,"Eau Douce, Eau Salée",FALSE,Size,100ml,200,shopify,0,deny,manual,6.99,,3.64
seachem-garlic-guard,,,,,,,,,250ml,400,shopify,0,deny,manual,14.99,,7.18
seachem-garlic-guard,,,,,,,,,500ml,700,shopify,0,deny,manual,22.99,,11.02
seachem-fusion-1-2,Seachem Fusion 1 & 2,,Seachem,,Additifs,Eau Salée,FALSE,Size,500ml,700,shopify,0,deny,manual,16.99,,
seachem-fusion-1-2,,,,,,,,,1L,1300,shopify,1,deny,manual,23.99,,12
seachem-flourite-sand,Seachem Flourite Sand,,Seachem,,Substrats,Eau Douce,TRUE,Size,3.5kg,3500,shopify,0,deny,manual,17.99,,12.2
seachem-flourite-sand,,,,,,,,,7kg,7000,shopify,0,deny,manual,32.99,,21.42
seachem-flourish,Seachem Flourish,,Seachem,,Additifs,Eau Douce,TRUE,Size,250ml,400,shopify,5,deny,manual,13.99,,7.07
seachem-flourish-phosphorus,Seachem Flourish Phosphorus,,Seachem,,Additifs,Eau Douce,TRUE,Size,250ml,400,shopify,2,deny,manual,13.99,,7.07
seachem-lame-de-remplacement,Seachem Lame de Remplacement,,Seachem,,Entretien,"Eau Douce, Eau Salée",TRUE,Title,Default Title,0,shopify,2,deny,manual,12.99,,7.47
seachem-ammonia-alert,Seachem Ammonia Alert,,Seachem,,Test,Eau Douce,TRUE,Title,Default Title,0,shopify,2,deny,manual,12.99,,7.89
seachem-alkaline-regulator,Seachem Alkaline Buffer,,Seachem,,Additifs,Eau Douce,TRUE,Size,300g,300,shopify,0,deny,manual,14.99,,7.59
seachem-alkaline-regulator,,,,,,,,,600g,600,shopify,3,deny,manual,24.99,,12.86
seachem-alert-combo,Seachem Alert Combo,,Seachem,,Test,Eau Douce,TRUE,Title,Default Title,0,shopify,0,deny,manual,29.99,,16.12
salifert-test-strontium,Salifert Test Strontium,,Salifert,,Test,Eau Salée,FALSE,Title,Default Title,0,shopify,0,deny,manual,42.99,,24.65
salifert-test-silicate,Salifert Test Silicate,,Salifert,,Test,Eau Salée,FALSE,Title,Default Title,0,shopify,0,deny,manual,23.99,,12.05
salifert-test-ph,Salifert Test pH,,Salifert,,Test,Eau Salée,TRUE,Title,Default Title,0,shopify,1,deny,manual,13.99,,7.45
salifert-test-magnesium,Salifert Test Magnésium,,Salifert,,Test,Eau Salée,TRUE,Title,Default Title,0,shopify,2,deny,manual,24.99,,13.38
salifert-test-alcalinite,Salifert Test Alcalinité (KH),,Salifert,,Test,Eau Salée,TRUE,Title,Default Title,0,shopify,3,deny,manual,20.99,,11.23
salifert-test-potassium,Salifert Test Potassium,,Salifert,,Test,Eau Salée,TRUE,Title,Default Title,0,shopify,1,deny,manual,23.99,,12.84
salifert-test-phosphate-eau-douce,Salifert Test Phosphate (Eau douce),,Salifert,,Test,Eau Douce,TRUE,Title,Default Title,0,shopify,0,deny,manual,14.99,,8.68
salifert-test-nitrate-eau-douce,Salifert Test Nitrate (Eau douce),,Salifert,,Test,Eau Douce,TRUE,Title,Default Title,0,shopify,13,deny,manual,15.99,,9.47
salifert-test-nitrite-eau-douce,Salifert Test Nitrite (Eau douce),,Salifert,,Test,Eau Douce,TRUE,Title,Default Title,0,shopify,3,deny,manual,13.99,,6.31
salifert-test-potassium-eau-douce,Salifert Test Potassium (Eau douce),,Salifert,,Test,Eau Douce,TRUE,Title,Default Title,0,shopify,3,deny,manual,18.99,,10.63
salifert-test-gh-eau-douce,Salifert Test GH (Eau douce),,Salifert,,Test,Eau Douce,TRUE,Title,Default Title,0,shopify,11,deny,manual,9.99,,5.26
salifert-test-co2-eau-douce,Salifert Test CO2 (Eau douce),,Salifert,,Test,Eau Douce,TRUE,Title,Default Title,0,shopify,10,deny,manual,14.99,,7.25
salifert-test-chlore-eau-douce,Salifert Test Chlore (Eau douce),,Salifert,,Test,Eau Douce,FALSE,Title,Default Title,0,shopify,5,deny,manual,13.99,,7.89
salifert-flatworm-exit,Salifert Flatworm Exit,,Salifert,,Traitement,Eau Salée,TRUE,Title,Default Title,0,shopify,0,deny,manual,20.99,,12.64
salifert-test-cuivre,Salifert Test Cuivre,,Salifert,,Test,Eau Salée,FALSE,Title,Default Title,0,shopify,0,deny,manual,18.99,,11.57
rowa-phos,Rowa Phos,,DD,,Filtration,Eau Salée,TRUE,Size,100g,300,shopify,2,deny,manual,18.99,,11.38
rowa-phos,,,,,,,,,250g,300,shopify,2,deny,manual,31.99,,17.64
rowa-phos,,,,,,,,,500g,500,shopify,1,deny,manual,48.99,,25.86
red-sea-trace-colors-d-bioactive-elements,Red Sea Trace Colors D Bioactive Elements,,Red Sea,,Additifs,Eau Salée,TRUE,Title,Default Title,400,shopify,2,deny,manual,28.99,,16.52
red-sea-trace-colors-c-iron,Red Sea Trace Colors C Iron+,,Red Sea,,Additifs,Eau Salée,TRUE,Title,Default Title,400,shopify,1,deny,manual,28.99,,16.52
red-sea-trace-colors-b-potassium,Red Sea Trace Colors B Potassium+,,Red Sea,,Additifs,Eau Salée,TRUE,Title,Default Title,400,shopify,2,deny,manual,28.99,,16.52
red-sea-trace-colors-a-iodine,Red Sea Trace Colors A Iodine+,,Red Sea,,Additifs,Eau Salée,TRUE,Title,Default Title,400,shopify,0,deny,manual,28.99,,16.52
red-sea-trace-colors-abcd,Red Sea Trace Colors ABCD,,Red Sea,,Additifs,Eau Salée,TRUE,Title,Default Title,400,shopify,1,deny,manual,39.99,,22.79
red-sea-sel-de-mer-dkh-modere,Red Sea Sel de Mer dKH Modéré,,Red Sea,,Sel Marin,Eau Salée,TRUE,Size,55 gal,22000,shopify,1,deny,manual,49.99,,81.06
red-sea-sel-de-mer-dkh-modere,,,,,,,,,175 gal,22000,shopify,3,deny,manual,120.99,,81.06
red-sea-sel-coral-pro,Red Sea Sel Coral Pro,,Red Sea,,Sel Marin,Eau Salée,TRUE,Size,55 Gal,7000,shopify,0,deny,manual,49.99,,33.49
red-sea-sel-coral-pro,,,,,,,,,175 Gal,22000,shopify,3,deny,manual,120.99,,81.06
red-sea-sel-coral-pro,,,,,,,,,,,,,,,,,
red-sea-reef-energy-ab-coral-nutrition,Red Sea Reef Energy AB+ Coral Nutrition,,Red Sea,,Nourriture,Eau Salée,TRUE,Size,250ml,700,shopify,3,deny,manual,28.99,,16.52
red-sea-reef-energy-ab-coral-nutrition,,,,,,,,,500ml,700,shopify,2,deny,manual,39.99,,22.79
red-sea-reef-energy-ab-coral-nutrition,,,,,,,,,1L,1300,shopify,3,deny,manual,56.99,,32.48
red-sea-reef-dose-4,Red Sea Reef Dose 4,,AquaZen,,,Eau Salée,FALSE,Title,Default Title,700,shopify,0,deny,manual,0,,
red-sea-reef-dose-2,Red Sea Reef Dose 2,,Red Sea,,Pompe,Eau Salée,TRUE,Title,Default Title,400,shopify,0,deny,manual,360,,306.75
red-sea-test-phosphate-pro,Red Sea Test Phosphate Pro,,Red Sea,,Test,Eau Salée,FALSE,Title,Default Title,300,shopify,0,deny,manual,27.99,,
red-sea-test-refill-phosphate,Red Sea Test Refill Phosphate,,Red Sea,,Test,Eau Salée,FALSE,Title,Default Title,200,shopify,0,deny,manual,35.99,,
red-sea-no3-po4-x,Red Sea NO3: PO4-X,,Red Sea,,Additifs,Eau Salée,TRUE,Size,500ml,700,shopify,3,deny,manual,33.99,,19.37
red-sea-test-refill-nitrate,Red Sea Test Refill Nitrate,,Red Sea,,Test,Eau Salée,FALSE,Title,Default Title,200,shopify,0,deny,manual,35.99,,
red-sea-test-nitrate,Red Sea Test Nitrate,,Red Sea,,Test,Eau Salée,FALSE,Title,Default Title,300,shopify,1,deny,manual,60.99,,
